x1,x2,y
-1.1068966543534753,0.04229280950577263,-1.0
0.9567996414922523,0.4567504917384958,-1.0
0.733516277312479,0.584617436551464,-1.0
1.1114065924986463,-0.30921398738209227,1.0
0.2090817642455387,0.0006566794947788224,1.0
0.3922056125207141,0.32023862897097016,1.0
-0.7561850732771519,0.8299549417672502,-1.0
1.5069231906970015,-0.1111293188624414,1.0
2.042795878442014,-0.03797628825178698,1.0
0.14414370742131258,0.9167135825144241,-1.0
-0.3701826534741789,0.6214506964493772,-1.0
1.9652506197113901,-0.1966155778256618,1.0
1.5963807179650296,-0.41364083882019476,1.0
-0.8637059745381104,0.4410565114548353,-1.0
1.844759452278431,0.21029382430017945,1.0
1.9748165653027094,-0.037497977419600315,1.0
0.06797063681823032,1.4866349894686453,-1.0
1.01435176529101,-0.5380281193710433,1.0
-1.1459917027717368,0.7518228427961343,-1.0
-0.2940407010132128,0.6591406234248607,-1.0
0.3997941309971589,0.05333514791391003,1.0
0.9191070309695599,0.6556770226157964,-1.0
0.9873846865745521,-0.7422383176548558,1.0
-0.7720592187985336,0.45427237666325027,-1.0
-0.32537086179667346,0.690553911055298,-1.0
-0.47730384825020733,0.7189152080905624,-1.0
-0.7348399766687647,0.7119044262081908,-1.0
-0.44232821879921236,1.0378325469419163,-1.0
0.1249968942978038,-0.18352180089320091,1.0
0.19880032104623818,-0.5040815798481662,1.0
1.1352276832526766,0.23381365520266775,-1.0
1.083129926968508,0.6482328181939967,-1.0
0.37323625414541806,1.0035608390425974,-1.0
-1.00501509154138,0.6831730802631503,-1.0
0.8232628386215827,-0.3044381275112604,1.0
0.016441200063209246,0.34595318300668754,1.0
0.5311069096178941,-0.24792561070178826,1.0
0.5231624278379376,-0.26694433512385984,1.0
1.6531808462750375,-0.46442211681241213,1.0
-0.9304737735180503,0.5641759369891672,-1.0
-0.6632484094582679,0.6114037033648598,-1.0
2.124001664192086,0.7891635748040813,1.0
0.40307696618089844,0.7723604819870346,-1.0
0.9352187398775453,0.7003511833780391,-1.0
0.4084449884131125,0.0704520991330084,1.0
1.8001531935454396,0.6498084672606392,1.0
0.7866340791289785,0.6749809660339263,-1.0
0.8845664054040033,0.6185013620587921,-1.0
0.7999796948279767,-0.3044196484523002,1.0
-0.6286371917653643,0.40239180995474005,-1.0
0.3632497273077959,0.26784561001165075,1.0
1.724968643192413,-0.19935552424706915,1.0
0.7569258143443913,-0.14215228266808494,-1.0
0.35449514806473553,-0.405777492223407,1.0
0.1340893583570991,-0.12060993994341909,1.0
-1.0362087125532313,0.8060526170448602,-1.0
0.6201732635937467,-0.43886249893591095,1.0
